Date,price,trend_state,vol_state,regime,confidence
2006-06-20,124.08999633789062,DOWN,MEDIUM,RISK_OFF_TRANSITION,0.419789312995547
2006-06-21,125.01000213623047,DOWN,MEDIUM,RISK_OFF_TRANSITION,0.3756025830144749
2006-06-22,124.45999908447266,DOWN,MEDIUM,RISK_OFF_TRANSITION,0.4356158591132193
2006-06-23,124.44000244140625,DOWN,MEDIUM,RISK_OFF_TRANSITION,0.4858552477520035
2006-06-26,124.98999786376953,DOWN,MEDIUM,RISK_OFF_TRANSITION,0.4680679700829272
2006-06-27,123.91000366210938,DOWN,MEDIUM,RISK_OFF_TRANSITION,0.5971637245864485
2006-06-28,124.75,DOWN,MEDIUM,RISK_OFF_TRANSITION,0.5775454353836782
2006-06-29,127.2699966430664,UP,MEDIUM,RISK_OFF_TRANSITION,0.4905705419600311
2006-06-30,127.27999877929688,UP,MEDIUM,RISK_OFF_TRANSITION,0.5062596764394988
2006-07-03,127.80000305175781,UP,MEDIUM,RISK_ON_FRAGILE,0.3513842674367996
2006-07-05,127.06999969482422,UP,MEDIUM,RISK_ON_FRAGILE,0.3132133170987287
2006-07-06,127.44000244140625,UP,MEDIUM,RISK_ON_FRAGILE,0.36181808135528354
2006-07-07,126.61000061035156,UP,MEDIUM,RISK_ON_FRAGILE,0.3129707388854041
2006-07-10,126.8499984741211,UP,MEDIUM,RISK_ON_FRAGILE,0.34361639594575477
2006-07-11,127.41000366210938,UP,MEDIUM,RISK_ON_FRAGILE,0.4195080303117691
2006-07-12,126.05000305175781,DOWN,MEDIUM,RISK_ON_FRAGILE,0.40683704241150215
2006-07-13,124.0,DOWN,MEDIUM,RISK_ON_FRAGILE,0.5003363897273532
2006-07-14,123.5199966430664,DOWN,MEDIUM,RISK_OFF_TRANSITION,0.4845149610279709
2006-07-17,123.33999633789062,DOWN,MEDIUM,RISK_OFF_TRANSITION,0.482963061857422
2006-07-18,123.97000122070312,DOWN,MEDIUM,RISK_OFF_TRANSITION,0.45089095702056897
2006-07-19,125.69000244140625,DOWN,MEDIUM,RISK_OFF_TRANSITION,0.39874251837725777
2006-07-20,124.83000183105469,DOWN,MEDIUM,RISK_OFF_TRANSITION,0.4689685685659095
2006-07-21,123.94999694824219,DOWN,MEDIUM,RISK_OFF_TRANSITION,0.547319354624607
2006-07-24,126.20999908447266,DOWN,MEDIUM,RISK_OFF_TRANSITION,0.36760576635423015
2006-07-25,126.66000366210938,UP,MEDIUM,RISK_OFF_TRANSITION,0.36185448922152513
2006-07-26,126.83000183105469,UP,MEDIUM,RISK_OFF_TRANSITION,0.40455151580865006
2006-07-27,126.70999908447266,UP,MEDIUM,RISK_ON_FRAGILE,0.28076780900105525
2006-07-28,127.9800033569336,UP,MEDIUM,RISK_ON_FRAGILE,0.3768169356870039
2006-07-31,127.8499984741211,UP,MEDIUM,RISK_ON_FRAGILE,0.38069271649941333
2006-08-01,127.22000122070312,UP,MEDIUM,RISK_ON_FRAGILE,0.35468460082074976
2006-08-02,128.0800018310547,UP,MEDIUM,RISK_ON_FRAGILE,0.4234010351733819
2006-08-03,128.4199981689453,UP,MEDIUM,RISK_ON_FRAGILE,0.4565772911502276
2006-08-04,128.1999969482422,UP,MEDIUM,RISK_ON_FRAGILE,0.4437964300112569
2006-08-07,127.9000015258789,UP,MEDIUM,RISK_ON_FRAGILE,0.43883242228628894
2006-08-08,127.41000366210938,UP,MEDIUM,RISK_ON_FRAGILE,0.4195963366779142
2006-08-09,126.9800033569336,DOWN,MEDIUM,RISK_ON_FRAGILE,0.3977038222973599
2006-08-10,127.37000274658203,UP,MEDIUM,RISK_ON_FRAGILE,0.3372153402538578
2006-08-11,127.01000213623047,DOWN,MEDIUM,RISK_ON_FRAGILE,0.3488830112560848
2006-08-14,127.11000061035156,DOWN,MEDIUM,RISK_ON_FRAGILE,0.3576815208246129
2006-08-15,128.6300048828125,UP,MEDIUM,RISK_ON_FRAGILE,0.47456363309846306
2006-08-16,129.6999969482422,UP,MEDIUM,RISK_ON_FRAGILE,0.524306313874873
2006-08-17,130.02999877929688,UP,MEDIUM,RISK_ON_FRAGILE,0.5343347780253301
2006-08-18,130.69000244140625,UP,MEDIUM,RISK_ON_FRAGILE,0.5616467248869864
2006-08-21,130.1300048828125,UP,LOW,RISK_ON_FRAGILE,0.4618628972407498
2006-08-22,130.1199951171875,UP,LOW,RISK_ON_FRAGILE,0.4728481081383339
2006-08-23,129.75999450683594,UP,LOW,RISK_ON,0.1841709043006995
2006-08-24,129.64999389648438,UP,LOW,RISK_ON,0.18975129596157378
2006-08-25,129.80999755859375,UP,LOW,RISK_ON,0.18098186846719178
2006-08-28,130.42999267578125,UP,LOW,RISK_ON,0.23524058004178755
2006-08-29,130.5800018310547,UP,LOW,RISK_ON,0.25434691686182903
2006-08-30,130.66000366210938,UP,LOW,RISK_ON,0.27214788340593044
2006-08-31,130.63999938964844,UP,LOW,RISK_ON,0.28367047962304914
2006-09-01,131.4199981689453,UP,LOW,RISK_ON,0.34486952135609106
2006-09-05,131.6699981689453,UP,LOW,RISK_ON,0.37287985056354933
2006-09-06,130.50999450683594,UP,LOW,RISK_ON,0.3206752662350613
2006-09-07,129.91000366210938,UP,LOW,RISK_ON,0.30188739956197164
2006-09-08,130.27999877929688,UP,LOW,RISK_ON,0.33825334680221153
2006-09-11,130.41000366210938,UP,LOW,RISK_ON,0.3532487852394025
2006-09-12,131.69000244140625,UP,LOW,RISK_ON,0.4738749947284968
2006-09-13,132.22000122070312,UP,LOW,RISK_ON,0.4879108699761424
2006-09-14,132.22999572753906,UP,LOW,RISK_ON,0.5015993499698415
2006-09-15,131.9600067138672,UP,LOW,RISK_ON,0.4978412770730629
2006-09-18,132.13999938964844,UP,LOW,RISK_ON,0.5219163396993931
2006-09-19,131.80999755859375,UP,LOW,RISK_ON,0.5146637220433588
2006-09-20,132.50999450683594,UP,LOW,RISK_ON,0.5715416906212667
2006-09-21,131.8699951171875,UP,LOW,RISK_ON,0.5298931288365414
2006-09-22,131.47000122070312,UP,LOW,RISK_ON,0.5034419407027997
2006-09-25,132.47999572753906,UP,LOW,RISK_ON,0.5644006792506093
2006-09-26,133.5800018310547,UP,LOW,RISK_ON,0.645934272091739
2006-09-27,133.74000549316406,UP,LOW,RISK_ON,0.6535036501506111
2006-09-28,133.69000244140625,UP,LOW,RISK_ON,0.648881722189003
2006-09-29,133.5800018310547,UP,LOW,RISK_ON,0.6408745896011536
2006-10-02,133.0800018310547,UP,LOW,RISK_ON,0.606188373242508
2006-10-03,133.36000061035156,UP,LOW,RISK_ON,0.6219426235356649
2006-10-04,134.9199981689453,UP,LOW,RISK_ON,0.7195021817004893
2006-10-05,135.17999267578125,UP,LOW,RISK_ON,0.702391771115433
2006-10-06,135.00999450683594,UP,LOW,RISK_ON,0.7061725125217635
2006-10-09,135.08999633789062,UP,LOW,RISK_ON,0.7065045794869933
2006-10-10,135.27000427246094,UP,LOW,RISK_ON,0.7
2006-10-11,135.11000061035156,UP,LOW,RISK_ON,0.6980512589860075
2006-10-12,136.27999877929688,UP,LOW,RISK_ON,0.7
2006-10-13,136.6300048828125,UP,LOW,RISK_ON,0.7
2006-10-16,136.83999633789062,UP,LOW,RISK_ON,0.7
2006-10-17,136.41000366210938,UP,LOW,RISK_ON,0.7
2006-10-18,136.58999633789062,UP,LOW,RISK_ON,0.7
2006-10-19,136.80999755859375,UP,LOW,RISK_ON,0.7
2006-10-20,136.83999633789062,UP,LOW,RISK_ON,0.7
2006-10-23,137.47000122070312,UP,LOW,RISK_ON,0.7
2006-10-24,137.8800048828125,UP,LOW,RISK_ON,0.7
2006-10-25,138.35000610351562,UP,LOW,RISK_ON,0.7
2006-10-26,138.77999877929688,UP,LOW,RISK_ON,0.7
2006-10-27,137.91000366210938,UP,LOW,RISK_ON,0.7
2006-10-30,137.80999755859375,UP,LOW,RISK_ON,0.7
2006-10-31,137.7899932861328,UP,LOW,RISK_ON,0.7
2006-11-01,136.86000061035156,UP,LOW,RISK_ON,0.7
2006-11-02,136.77999877929688,UP,LOW,RISK_ON,0.7
2006-11-03,136.5399932861328,UP,LOW,RISK_ON,0.7
2006-11-06,138.0800018310547,UP,LOW,RISK_ON,0.7
2006-11-07,138.61000061035156,UP,LOW,RISK_ON,0.7
2006-11-08,138.91000366210938,UP,LOW,RISK_ON,0.7
2006-11-09,138.17999267578125,UP,LOW,RISK_ON,0.7
2006-11-10,138.24000549316406,UP,LOW,RISK_ON,0.7
2006-11-13,138.5800018310547,UP,LOW,RISK_ON,0.7
2006-11-14,139.6199951171875,UP,LOW,RISK_ON,0.7
2006-11-15,140.02000427246094,UP,LOW,RISK_ON,0.7
2006-11-16,140.3800048828125,UP,LOW,RISK_ON,0.7
2006-11-17,140.4199981689453,UP,LOW,RISK_ON,0.7
2006-11-20,140.5,UP,LOW,RISK_ON,0.7
2006-11-21,140.63999938964844,UP,LOW,RISK_ON,0.7
2006-11-22,140.9199981689453,UP,LOW,RISK_ON,0.7
2006-11-24,140.35000610351562,UP,LOW,RISK_ON,0.7
2006-11-27,138.4199981689453,UP,LOW,RISK_ON,0.7466873787397642
2006-11-28,139.02000427246094,UP,LOW,RISK_ON,0.7522895257464394
2006-11-29,140.47000122070312,UP,LOW,RISK_ON,0.785250829231937
2006-11-30,140.52999877929688,UP,LOW,RISK_ON,0.7635055455520401
2006-12-01,140.22000122070312,UP,LOW,RISK_ON,0.7666202787314469
2006-12-04,141.2899932861328,UP,LOW,RISK_ON,0.7761659769397246
2006-12-05,141.89999389648438,UP,LOW,RISK_ON,0.7450319306231235
2006-12-06,141.77999877929688,UP,LOW,RISK_ON,0.7441676463135656
2006-12-07,141.16000366210938,UP,LOW,RISK_ON,0.7543003649957546
2006-12-08,141.4199981689453,UP,LOW,RISK_ON,0.7399381957124238
2006-12-11,141.8300018310547,UP,LOW,RISK_ON,0.7407721086812313
2006-12-12,141.72000122070312,UP,LOW,RISK_ON,0.741659738443989
2006-12-13,141.8699951171875,UP,LOW,RISK_ON,0.7251618814102734
2006-12-14,143.1199951171875,UP,LOW,RISK_ON,0.747360967534431
2006-12-15,142.33999633789062,UP,LOW,RISK_ON,0.761205918709069
2006-12-18,141.9499969482422,UP,LOW,RISK_ON,0.7652297015301676
2006-12-19,142.22000122070312,UP,LOW,RISK_ON,0.7658576840465565
2006-12-20,142.13999938964844,UP,LOW,RISK_ON,0.7662504520752162
2006-12-21,141.6199951171875,UP,LOW,RISK_ON,0.7711743007659746
2006-12-22,140.75,UP,LOW,RISK_ON,0.7789882357960973
2006-12-26,141.5800018310547,UP,LOW,RISK_ON,0.7102554772121508
2006-12-27,142.50999450683594,UP,LOW,RISK_ON,0.7179996332976185
2006-12-28,142.2100067138672,UP,LOW,RISK_ON,0.7
2006-12-29,141.6199951171875,UP,LOW,RISK_ON,0.7
2007-01-03,141.3699951171875,UP,LOW,RISK_ON,0.7
2007-01-04,141.6699981689453,UP,LOW,RISK_ON,0.7
2007-01-05,140.5399932861328,UP,LOW,RISK_ON,0.7
2007-01-08,141.19000244140625,UP,LOW,RISK_ON,0.7
2007-01-09,141.07000732421875,UP,LOW,RISK_ON,0.7
2007-01-10,141.5399932861328,UP,LOW,RISK_ON,0.7
2007-01-11,142.16000366210938,UP,LOW,RISK_ON,0.7
2007-01-12,143.24000549316406,UP,LOW,RISK_ON,0.7206742784931932
2007-01-16,142.9600067138672,UP,LOW,RISK_ON,0.7228689385674585
2007-01-17,143.02000427246094,UP,LOW,RISK_ON,0.7
2007-01-18,142.5399932861328,UP,LOW,RISK_ON,0.7
2007-01-19,142.82000732421875,UP,LOW,RISK_ON,0.7
2007-01-22,142.3800048828125,UP,LOW,RISK_ON,0.7
2007-01-23,142.8000030517578,UP,LOW,RISK_ON,0.7
2007-01-24,143.9499969482422,UP,LOW,RISK_ON,0.7047242157544842
2007-01-25,142.25999450683594,UP,LOW,RISK_ON,0.7479465196033275
2007-01-26,142.1300048828125,UP,LOW,RISK_ON,0.7370258026488576
2007-01-29,142.0500030517578,UP,LOW,RISK_ON,0.7203707608848882
2007-01-30,142.7899932861328,UP,LOW,RISK_ON,0.7292217890120987
2007-01-31,143.75,UP,LOW,RISK_ON,0.7359587918560935
2007-02-01,144.61000061035156,UP,LOW,RISK_ON,0.7428137314043652
2007-02-02,144.80999755859375,UP,LOW,RISK_ON,0.7424576867482069
2007-02-05,144.85000610351562,UP,LOW,RISK_ON,0.7084488917568523
2007-02-06,144.88999938964844,UP,LOW,RISK_ON,0.7046569399349457
2007-02-07,145.2100067138672,UP,LOW,RISK_ON,0.7028710198386368
2007-02-08,145.02000427246094,UP,LOW,RISK_ON,0.7041325470456122
2007-02-09,143.94000244140625,UP,LOW,RISK_ON,0.7279896657656788
2007-02-12,143.4499969482422,UP,LOW,RISK_ON,0.7126784050240129
2007-02-13,144.66000366210938,UP,LOW,RISK_ON,0.7364980962125371
2007-02-14,145.61000061035156,UP,LOW,RISK_ON,0.7492111815958442
2007-02-15,145.8000030517578,UP,LOW,RISK_ON,0.7420395190694538
2007-02-16,145.72999572753906,UP,LOW,RISK_ON,0.7426484004581111
2007-02-20,146.0399932861328,UP,LOW,RISK_ON,0.7361968826649239
2007-02-21,145.97999572753906,UP,LOW,RISK_ON,0.735984132191652
2007-02-22,145.8699951171875,UP,LOW,RISK_ON,0.7168603688451023
2007-02-23,145.3000030517578,UP,LOW,RISK_ON,0.7
2007-02-26,145.1699981689453,UP,LOW,RISK_ON,0.7
2007-02-27,139.5,UP,LOW,RISK_ON,0.8022764750080915
2007-02-28,140.92999267578125,UP,LOW,RISK_ON,0.8678938885132497
2007-03-01,140.50999450683594,UP,MEDIUM,RISK_ON,0.8496703733344055
2007-03-02,138.6699981689453,UP,MEDIUM,RISK_ON,0.7228147044077
2007-03-05,137.35000610351562,UP,MEDIUM,RISK_ON_FRAGILE,0.34977705697861783
2007-03-06,139.6999969482422,UP,MEDIUM,RISK_ON_FRAGILE,0.43513825899379865
2007-03-07,139.55999755859375,UP,MEDIUM,RISK_ON_FRAGILE,0.4383697816603821
2007-03-08,140.74000549316406,UP,HIGH,RISK_ON_FRAGILE,0.5041797219012094
2007-03-09,140.77999877929688,UP,HIGH,RISK_ON_FRAGILE,0.5164666311387045
2007-03-12,140.99000549316406,UP,HIGH,BULL_EXPANSION,0.4693308234874568
2007-03-13,138.25,UP,HIGH,BULL_EXPANSION,0.26396496032227335
2007-03-14,139.27999877929688,UP,HIGH,BULL_EXPANSION,0.339551272210143
2007-03-15,139.47000122070312,UP,HIGH,BULL_EXPANSION,0.3724857519943727
2007-03-16,138.52999877929688,UP,HIGH,BULL_EXPANSION,0.327078576018633
2007-03-19,140.1999969482422,UP,HIGH,BULL_EXPANSION,0.40504694451174095
2007-03-20,140.97000122070312,UP,HIGH,BULL_EXPANSION,0.45587059203081115
2007-03-21,143.2899932861328,UP,HIGH,BULL_EXPANSION,0.52
2007-03-22,143.17999267578125,UP,HIGH,BULL_EXPANSION,0.535
2007-03-23,143.38999938964844,UP,HIGH,BULL_EXPANSION,0.55
2007-03-26,143.1999969482422,UP,HIGH,BULL_EXPANSION,0.5650000000000001
2007-03-27,142.86000061035156,UP,HIGH,BULL_EXPANSION,0.8279145448723271
2007-03-28,141.82000732421875,UP,HIGH,BULL_EXPANSION,0.802583169905859
2007-03-29,141.97000122070312,UP,MEDIUM,BULL_EXPANSION,0.8232393625664964
2007-03-30,142.0,UP,MEDIUM,BULL_EXPANSION,0.8769115859719703
2007-04-02,142.16000366210938,UP,MEDIUM,RISK_ON_FRAGILE,0.646125670701693
2007-04-03,143.69000244140625,UP,MEDIUM,RISK_ON_FRAGILE,0.6664117233221852
2007-04-04,143.85000610351562,UP,MEDIUM,RISK_ON_FRAGILE,0.6799156426205847
2007-04-05,144.24000549316406,UP,MEDIUM,RISK_ON_FRAGILE,0.6827229698024189
2007-04-09,144.44000244140625,UP,MEDIUM,RISK_ON_FRAGILE,0.6974843222557008
2007-04-10,144.61000061035156,UP,MEDIUM,RISK_ON_FRAGILE,0.7124749329731838
2007-04-11,144.02000427246094,UP,MEDIUM,RISK_ON_FRAGILE,0.6062637605280987
2007-04-12,144.66000366210938,UP,MEDIUM,RISK_ON_FRAGILE,0.613420512758112
2007-04-13,145.32000732421875,UP,LOW,RISK_ON_FRAGILE,0.6305122886394732
2007-04-16,146.6999969482422,UP,LOW,RISK_ON_FRAGILE,0.6333001426310714
2007-04-17,147.08999633789062,UP,LOW,RISK_ON,0.46720043105144193
2007-04-18,147.27000427246094,UP,LOW,RISK_ON,0.478857817081469
2007-04-19,147.22999572753906,UP,LOW,RISK_ON,0.445
2007-04-20,148.6199951171875,UP,LOW,RISK_ON,0.46
2007-04-23,148.05999755859375,UP,LOW,RISK_ON,0.4751485552425773
2007-04-24,148.1199951171875,UP,LOW,RISK_ON,0.49
2007-04-25,149.47999572753906,UP,LOW,RISK_ON,0.5156790365900752
2007-04-26,149.64999389648438,UP,LOW,RISK_ON,0.52
2007-04-27,149.52999877929688,UP,LOW,RISK_ON,0.535
2007-04-30,148.2899932861328,UP,LOW,RISK_ON,0.5710365769869387
2007-05-01,148.6699981689453,UP,LOW,RISK_ON,0.5856212979723223
2007-05-02,149.5399932861328,UP,LOW,RISK_ON,0.5800000000000001
2007-05-03,150.35000610351562,UP,LOW,RISK_ON,0.595
2007-05-04,150.9199981689453,UP,LOW,RISK_ON,0.6108178653971618
2007-05-07,150.9499969482422,UP,LOW,RISK_ON,0.6272724391502627
2007-05-08,150.75,UP,LOW,RISK_ON,0.6469445459518928
2007-05-09,151.16000366210938,UP,LOW,RISK_ON,0.655
2007-05-10,149.5800018310547,UP,LOW,RISK_ON,0.7209666464627122
2007-05-11,150.86000061035156,UP,LOW,RISK_ON,0.749754797025973
2007-05-14,150.52999877929688,UP,LOW,RISK_ON,0.7472640712591668
2007-05-15,150.57000732421875,UP,LOW,RISK_ON,0.7468495853000208
2007-05-16,151.60000610351562,UP,LOW,RISK_ON,0.7580610575998648
2007-05-17,151.3000030517578,UP,LOW,RISK_ON,0.7612027922864942
2007-05-18,152.6199951171875,UP,LOW,RISK_ON,0.7572313219962665
2007-05-21,152.5399932861328,UP,LOW,RISK_ON,0.7486905327007667
2007-05-22,152.4199981689453,UP,LOW,RISK_ON,0.7501572693585674
2007-05-23,152.44000244140625,UP,LOW,RISK_ON,0.726458089043178
2007-05-24,151.05999755859375,UP,LOW,RISK_ON,0.7627566001454169
2007-05-25,151.69000244140625,UP,LOW,RISK_ON,0.7666235107095104
2007-05-29,152.24000549316406,UP,LOW,RISK_ON,0.7368094943007313
2007-05-30,153.47999572753906,UP,LOW,RISK_ON,0.7530579327704285
2007-05-31,153.32000732421875,UP,LOW,RISK_ON,0.7480727963799385
2007-06-01,154.0800018310547,UP,LOW,RISK_ON,0.7467242979905113
2007-06-04,154.10000610351562,UP,LOW,RISK_ON,0.7444617065021562
2007-06-05,153.49000549316406,UP,LOW,RISK_ON,0.7532319421573801
2007-06-06,151.83999633789062,UP,LOW,RISK_ON,0.7973608117670373
2007-06-07,149.10000610351562,UP,LOW,RISK_ON,0.8922282405632127
2007-06-08,151.0399932861328,UP,LOW,RISK_ON,0.908683485360698
2007-06-11,151.3000030517578,UP,MEDIUM,RISK_ON,0.8911529101540112
2007-06-12,149.64999389648438,UP,MEDIUM,RISK_ON,0.9214146259367115
2007-06-13,151.88999938964844,UP,MEDIUM,RISK_ON_FRAGILE,0.6902061090892943
2007-06-14,152.86000061035156,UP,MEDIUM,RISK_ON_FRAGILE,0.7038945769274315
2007-06-15,153.07000732421875,UP,MEDIUM,RISK_ON_FRAGILE,0.7176252869258489
2007-06-18,152.88999938964844,UP,MEDIUM,RISK_ON_FRAGILE,0.7164705038772616
2007-06-19,153.27000427246094,UP,MEDIUM,RISK_ON_FRAGILE,0.7326595639284252
2007-06-20,151.13999938964844,UP,MEDIUM,RISK_ON_FRAGILE,0.7873361893403461
2007-06-21,151.97999572753906,UP,MEDIUM,RISK_ON_FRAGILE,0.7947688511709792
2007-06-22,150.5500030517578,UP,MEDIUM,RISK_ON_FRAGILE,0.8083114456711425
2007-06-25,149.8300018310547,UP,MEDIUM,RISK_ON_FRAGILE,0.8236176449663921
2007-06-26,148.2899932861328,UP,MEDIUM,RISK_ON_FRAGILE,0.7348173997114159
2007-06-27,150.39999389648438,UP,MEDIUM,RISK_ON_FRAGILE,0.8075866533310289
2007-06-28,150.3800048828125,UP,MEDIUM,RISK_ON_FRAGILE,0.8224345236626653
2007-06-29,150.42999267578125,UP,MEDIUM,RISK_ON_FRAGILE,0.8445930938894257
2007-07-02,151.7899932861328,UP,MEDIUM,RISK_ON_FRAGILE,0.8392866895241335
2007-07-03,152.33999633789062,UP,MEDIUM,RISK_ON_FRAGILE,0.8530807886979168
2007-07-05,152.17999267578125,UP,MEDIUM,RISK_ON_FRAGILE,0.8914584485130863
2007-07-06,152.97999572753906,UP,MEDIUM,RISK_ON_FRAGILE,0.9286631381966627
2007-07-09,153.10000610351562,UP,MEDIUM,RISK_ON_FRAGILE,0.9090252236698458
2007-07-10,150.9199981689453,UP,MEDIUM,RISK_ON_FRAGILE,0.9747053272589488
2007-07-11,151.99000549316406,UP,MEDIUM,RISK_ON_FRAGILE,0.9705532486111834
2007-07-12,154.38999938964844,UP,MEDIUM,RISK_ON_FRAGILE,0.9760826445477999
2007-07-13,154.85000610351562,UP,MEDIUM,RISK_ON_FRAGILE,0.9697737323056301
2007-07-16,154.8300018310547,UP,MEDIUM,RISK_ON_FRAGILE,0.9697646846566939
2007-07-17,154.75,UP,MEDIUM,RISK_ON_FRAGILE,0.9693149783985018
2007-07-18,154.47000122070312,UP,MEDIUM,RISK_ON_FRAGILE,0.9696445173334356
2007-07-19,155.07000732421875,UP,MEDIUM,RISK_ON_FRAGILE,0.9173572995885526
2007-07-20,153.5,UP,MEDIUM,RISK_ON_FRAGILE,0.9429643089688642
2007-07-23,153.97000122070312,UP,MEDIUM,RISK_ON_FRAGILE,0.9174951245565823
2007-07-24,151.3000030517578,UP,MEDIUM,RISK_ON_FRAGILE,0.9576568746753278
2007-07-25,151.61000061035156,UP,MEDIUM,RISK_ON_FRAGILE,0.941351335127278
2007-07-26,148.02000427246094,UP,MEDIUM,RISK_ON_FRAGILE,0.7272615304696449
2007-07-27,145.11000061035156,UP,MEDIUM,RISK_ON_FRAGILE,0.49510151839048994
2007-07-30,147.3800048828125,UP,MEDIUM,RISK_ON_FRAGILE,0.56475683402141
2007-07-31,145.72000122070312,UP,MEDIUM,RISK_ON_FRAGILE,0.4728665437814069
2007-08-01,146.42999267578125,UP,HIGH,RISK_ON_FRAGILE,0.5064363316286276
2007-08-02,147.60000610351562,UP,HIGH,RISK_ON_FRAGILE,0.5513181467397809
2007-08-03,143.8000030517578,DOWN,HIGH,RISK_ON_FRAGILE,0.4017682412400348
2007-08-06,146.2100067138672,UP,HIGH,RISK_ON_FRAGILE,0.3569323090626695
2007-08-07,147.77000427246094,UP,HIGH,RISK_ON_FRAGILE,0.4397620952193637
2007-08-08,149.8300018310547,UP,HIGH,BULL_EXPANSION,0.26453716601409294
2007-08-09,145.38999938964844,UP,HIGH,BULL_EXPANSION,0.03271908944540151
2007-08-10,144.7100067138672,DOWN,HIGH,BULL_EXPANSION,0.08169325180131023
2007-08-13,145.22999572753906,DOWN,HIGH,BULL_EXPANSION,0.07009833717342231
2007-08-14,143.00999450683594,DOWN,HIGH,RISK_OFF,0.14849329522349985
2007-08-15,141.0399932861328,DOWN,HIGH,RISK_OFF,0.2724592811962936
2007-08-16,142.10000610351562,DOWN,HIGH,RISK_OFF,0.23028162653139722
2007-08-17,144.7100067138672,DOWN,HIGH,RISK_OFF,0.10363292004216396
2007-08-20,144.63999938964844,DOWN,HIGH,RISK_OFF,0.12435352405274674
2007-08-21,144.92999267578125,DOWN,HIGH,RISK_OFF,0.12562112443400536
2007-08-22,146.64999389648438,UP,HIGH,RISK_OFF,0.16116760550120868
2007-08-23,146.52000427246094,UP,HIGH,RISK_OFF,0.16626957257151712
2007-08-24,148.3300018310547,UP,HIGH,BULL_EXPANSION,0.15780243907714986
2007-08-27,146.9499969482422,UP,HIGH,BULL_EXPANSION,0.09473725047617394
2007-08-28,143.72000122070312,DOWN,HIGH,BULL_EXPANSION,0.15882868697659924
2007-08-29,146.5399932861328,UP,HIGH,BULL_EXPANSION,0.09860456968528548
2007-08-30,146.14999389648438,UP,HIGH,BULL_EXPANSION,0.09003711393606975
2007-08-31,147.58999633789062,UP,HIGH,BULL_EXPANSION,0.18150968334686288
2007-09-04,149.0800018310547,UP,HIGH,BULL_EXPANSION,0.2755496332519199
2007-09-05,147.7899932861328,UP,HIGH,BULL_EXPANSION,0.21769358000770167
2007-09-06,148.1300048828125,UP,HIGH,BULL_EXPANSION,0.24916997283471015
2007-09-07,146.07000732421875,DOWN,HIGH,BULL_EXPANSION,0.22435477952565913
2007-09-10,145.7899932861328,DOWN,HIGH,BULL_EXPANSION,0.2594775435533845
2007-09-11,147.49000549316406,UP,HIGH,BULL_EXPANSION,0.31303345494081947
2007-09-12,147.8699951171875,UP,HIGH,BULL_EXPANSION,0.393189629362764
2007-09-13,148.91000366210938,UP,HIGH,BULL_EXPANSION,0.5044532800849745
2007-09-14,148.89999389648438,UP,HIGH,BULL_EXPANSION,0.5192563706514183
2007-09-17,148.10000610351562,UP,HIGH,BULL_EXPANSION,0.5293220624933979
2007-09-18,152.4600067138672,UP,HIGH,BULL_EXPANSION,0.6495454413055128
2007-09-19,153.36000061035156,UP,HIGH,BULL_EXPANSION,0.7085120245553459
2007-09-20,152.27999877929688,UP,HIGH,BULL_EXPANSION,0.6611477723005283
2007-09-21,151.97000122070312,UP,HIGH,BULL_EXPANSION,0.6549407557149715
2007-09-24,151.69000244140625,UP,HIGH,BULL_EXPANSION,0.6544189567037189
2007-09-25,151.38999938964844,UP,HIGH,BULL_EXPANSION,0.6527083201513251
2007-09-26,152.19000244140625,UP,HIGH,BULL_EXPANSION,0.8001244898768487
2007-09-27,153.08999633789062,UP,HIGH,BULL_EXPANSION,0.9017107780073885
2007-09-28,152.5800018310547,UP,MEDIUM,BULL_EXPANSION,0.8693954830530941
2007-10-01,154.3000030517578,UP,MEDIUM,BULL_EXPANSION,0.9501729022021084
2007-10-02,154.08999633789062,UP,MEDIUM,RISK_ON_FRAGILE,0.6662703766935875
2007-10-03,153.77999877929688,UP,MEDIUM,RISK_ON_FRAGILE,0.6821094030187936
2007-10-04,154.02000427246094,UP,MEDIUM,RISK_ON_FRAGILE,0.7068299140404141
2007-10-05,155.85000610351562,UP,MEDIUM,RISK_ON_FRAGILE,0.7340977155228106
2007-10-08,155.02000427246094,UP,MEDIUM,RISK_ON_FRAGILE,0.7599435017138518
2007-10-09,156.47999572753906,UP,MEDIUM,RISK_ON_FRAGILE,0.7672164860091725
2007-10-10,156.22000122070312,UP,MEDIUM,RISK_ON_FRAGILE,0.7869616050205237
2007-10-11,155.47000122070312,UP,MEDIUM,RISK_ON_FRAGILE,0.8093619624149357
2007-10-12,156.3300018310547,UP,MEDIUM,RISK_ON_FRAGILE,0.825463958252517
2007-10-15,155.00999450683594,UP,MEDIUM,RISK_ON_FRAGILE,0.8464793698921285
2007-10-16,153.77999877929688,UP,MEDIUM,RISK_ON_FRAGILE,0.6269192675311235
2007-10-17,154.25,UP,MEDIUM,RISK_ON_FRAGILE,0.6565286722901451
2007-10-18,153.69000244140625,UP,LOW,RISK_ON_FRAGILE,0.6251454268352009
2007-10-19,149.6699981689453,UP,LOW,RISK_ON_FRAGILE,0.6057330584958536
2007-10-22,150.5399932861328,UP,LOW,RISK_ON,0.4617559495443273
2007-10-23,151.75999450683594,UP,MEDIUM,RISK_ON,0.5256003368536055
